Date,CAD_Assets,CAD_Liabilities,Net_Exposure_CAD
2019-06-09,1006434.0954535941,200000,806434.0954535941
2019-06-10,1001245.5425483206,200000,801245.5425483206
2019-06-11,1002151.8026775639,200000,802151.8026775639
2019-06-12,1010549.501415623,200000,810549.501415623
2019-06-13,1011627.25100626,200000,811627.25100626
2019-06-14,1005826.617187467,200000,805826.617187467
2019-06-15,1013560.7244222123,200000,813560.7244222123
2019-06-16,1002079.7236323172,200000,802079.7236323172
2019-06-17,1010076.4867657619,200000,810076.4867657619
2019-06-18,1004371.3665755226,200000,804371.3665755226
2019-06-19,1007186.8288506606,200000,807186.8288506606
2019-06-20,1010702.56456159,200000,810702.56456159
2019-06-21,1006183.0661939245,200000,806183.0661939245
2019-06-22,1008581.9171145316,200000,808581.9171145316
2019-06-23,1015555.7206970894,200000,815555.7206970894
2019-06-24,1007659.359118738,200000,807659.359118738
2019-06-25,1014741.8408420159,200000,814741.8408420159
2019-06-26,1004934.4078237385,200000,804934.4078237385
2019-06-27,1013251.5248019395,200000,813251.5248019395
2019-06-28,1017829.908830989,200000,817829.908830989
2019-06-29,998283.4050423995,200000,798283.4050423995
2019-06-30,1006676.71308102,200000,806676.71308102
2019-07-01,1013566.1118096117,200000,813566.1118096117
2019-07-02,1009685.0860588305,200000,809685.0860588305
2019-07-03,1012575.6041712384,200000,812575.6041712384
2019-07-04,1007719.5106861392,200000,807719.5106861392
2019-07-05,1011191.9473724193,200000,811191.9473724193
2019-07-06,1010000.1740734308,200000,810000.1740734308
2019-07-07,1016637.0323740267,200000,816637.0323740267
2019-07-08,1012089.7880975703,200000,812089.7880975703
2019-07-09,1012525.2590067766,200000,812525.2590067766
2019-07-10,1008797.4226811248,200000,808797.4226811248
2019-07-11,1008438.3382067111,200000,808438.3382067111
2019-07-12,1008733.1402033119,200000,808733.1402033119
2019-07-13,1012887.753669638,200000,812887.753669638
2019-07-14,1008830.1323689816,200000,808830.1323689816
2019-07-15,1012403.4908729015,200000,812403.4908729015
2019-07-16,1021351.182396983,200000,821351.182396983
2019-07-17,1015349.3637362508,200000,815349.3637362508
2019-07-18,1009383.1843735896,200000,809383.1843735896
2019-07-19,1017038.933460585,200000,817038.933460585
2019-07-20,1009012.0487999939,200000,809012.0487999939
2019-07-21,1000881.3648045489,200000,800881.3648045489
2019-07-22,1006051.1177411877,200000,806051.1177411877
2019-07-23,1001757.1515059818,200000,801757.1515059818
2019-07-24,1009373.1055062411,200000,809373.1055062411
2019-07-25,1011242.3266377319,200000,811242.3266377319
2019-07-26,1019551.983118497,200000,819551.983118497
2019-07-27,1012823.9952412777,200000,812823.9952412777
2019-07-28,1010113.4175437491,200000,810113.4175437491
2019-07-29,1015375.5099090474,200000,815375.5099090474
2019-07-30,1000192.367273427,200000,800192.367273427
2019-07-31,1012445.6784243457,200000,812445.6784243457
2019-08-01,1015141.4934185741,200000,815141.4934185741
2019-08-02,1003913.7980355766,200000,803913.7980355766
2019-08-03,1017045.0612958468,200000,817045.0612958468
2019-08-04,1013038.3349326208,200000,813038.3349326208
2019-08-05,1009288.9751409811,200000,809288.9751409811
2019-08-06,1014548.885856353,200000,814548.885856353
2019-08-07,1022758.0026301801,200000,822758.0026301801
2019-08-08,1012333.431431787,200000,812333.431431787
2019-08-09,1012684.7649033327,200000,812684.7649033327
2019-08-10,1009166.4192894662,200000,809166.4192894662
2019-08-11,1007233.56375518,200000,807233.56375518
2019-08-12,1015654.0265005616,200000,815654.0265005616
2019-08-13,1007241.4901036326,200000,807241.4901036326
2019-08-14,1011899.3022346103,200000,811899.3022346103
2019-08-15,1009172.7456300242,200000,809172.7456300242
2019-08-16,1013975.4938079182,200000,813975.4938079182
2019-08-17,1013268.4670209575,200000,813268.4670209575
2019-08-18,1016807.4180311486,200000,816807.4180311486
2019-08-19,1009089.1981309219,200000,809089.1981309219
2019-08-20,1010309.4672640653,200000,810309.4672640653
2019-08-21,1006784.5851769571,200000,806784.5851769571
2019-08-22,1009476.4992708245,200000,809476.4992708245
2019-08-23,1013604.0298517657,200000,813604.0298517657
2019-08-24,1015522.0322851047,200000,815522.0322851047
2019-08-25,1007145.8243963263,200000,807145.8243963263
2019-08-26,1016124.2424330792,200000,816124.2424330792
2019-08-27,1018573.963941912,200000,818573.963941912
2019-08-28,1013882.5109793423,200000,813882.5109793423
2019-08-29,1021218.8773413505,200000,821218.8773413505
2019-08-30,1007985.5140983788,200000,807985.5140983788
2019-08-31,1005650.7483926761,200000,805650.7483926761
2019-09-01,1002999.9824800482,200000,802999.9824800482
2019-09-02,1019393.367097352,200000,819393.367097352
2019-09-03,1015204.5356370129,200000,815204.5356370129
2019-09-04,1011674.3458160268,200000,811674.3458160268
2019-09-05,1013371.6741175146,200000,813371.6741175146
2019-09-06,1006363.9475647601,200000,806363.9475647601
2019-09-07,1024239.7145146725,200000,824239.7145146725
2019-09-08,1012676.6223418011,200000,812676.6223418011
2019-09-09,1012597.0522202859,200000,812597.0522202859
2019-09-10,1015698.4731820913,200000,815698.4731820913
2019-09-11,1014494.2480366179,200000,814494.2480366179
2019-09-12,1013228.1838146664,200000,813228.1838146664
2019-09-13,1008175.9532313807,200000,808175.9532313807
2019-09-14,1014505.2291096237,200000,814505.2291096237
2019-09-15,1021577.5716216553,200000,821577.5716216553
2019-09-16,1018914.1111853914,200000,818914.1111853914
2019-09-17,1020172.5059031501,200000,820172.5059031501
2019-09-18,1009670.0562031335,200000,809670.0562031335
2019-09-19,1007297.672299333,200000,807297.672299333
2019-09-20,1011636.3236154641,200000,811636.3236154641
2019-09-21,1012563.4445927424,200000,812563.4445927424
2019-09-22,1017775.3394389901,200000,817775.3394389901
2019-09-23,1003861.6205133977,200000,803861.6205133977
2019-09-24,1019991.2570746114,200000,819991.2570746114
2019-09-25,1011573.0277997499,200000,811573.0277997499
2019-09-26,1010248.2237582441,200000,810248.2237582441
2019-09-27,1007341.6690470169,200000,807341.6690470169
2019-09-28,1004147.4693793253,200000,804147.4693793253
2019-09-29,1016557.1674738001,200000,816557.1674738001
2019-09-30,1012827.4662052691,200000,812827.4662052691
2019-10-01,1006030.6336859582,200000,806030.6336859582
2019-10-02,1006024.6061396819,200000,806024.6061396819
2019-10-03,1010840.6383188858,200000,810840.6383188858
2019-10-04,1020884.2312571199,200000,820884.2312571199
2019-10-05,1011260.7286891914,200000,811260.7286891914
2019-10-06,1005062.5324957554,200000,805062.5324957554
2019-10-07,1011369.0937562526,200000,811369.0937562526
2019-10-08,1011253.7530432804,200000,811253.7530432804
2019-10-09,999152.4994926474,200000,799152.4994926474
2019-10-10,1012385.0201901026,200000,812385.0201901026
2019-10-11,1011521.3836869848,200000,811521.3836869848
2019-10-12,1016176.6499774317,200000,816176.6499774317
2019-10-13,1021959.9604434278,200000,821959.9604434278
2019-10-14,1018367.5669317764,200000,818367.5669317764
2019-10-15,1011409.8601465998,200000,811409.8601465998
2019-10-16,1007241.2358710021,200000,807241.2358710021
2019-10-17,1025660.2262462962,200000,825660.2262462962
2019-10-18,1013109.0812154559,200000,813109.0812154559
2019-10-19,1012902.1973202846,200000,812902.1973202846
2019-10-20,1012731.4872405063,200000,812731.4872405063
2019-10-21,1013862.098295232,200000,813862.098295232
2019-10-22,1012169.4342471096,200000,812169.4342471096
2019-10-23,1010042.4880876646,200000,810042.4880876646
2019-10-24,1010196.0652312002,200000,810196.0652312002
2019-10-25,1012786.1554016586,200000,812786.1554016586
2019-10-26,1010252.3597124063,200000,810252.3597124063
2019-10-27,1009424.8164700258,200000,809424.8164700258
2019-10-28,1013540.7583372075,200000,813540.7583372075
2019-10-29,1011753.2829269802,200000,811753.2829269802
2019-10-30,1020567.6957723344,200000,820567.6957723344
2019-10-31,999812.4436027923,200000,799812.4436027923
2019-11-01,1018544.3887197062,200000,818544.3887197062
2019-11-02,1019336.8422379185,200000,819336.8422379185
2019-11-03,1002759.0269287261,200000,802759.0269287261
2019-11-04,1011432.1019357016,200000,811432.1019357016
2019-11-05,1011307.8973914608,200000,811307.8973914608
2019-11-06,1006147.1050631871,200000,806147.1050631871
2019-11-07,1009315.1419141582,200000,809315.1419141582
2019-11-08,1007670.90794012,200000,807670.90794012
2019-11-09,1022004.7011999037,200000,822004.7011999037
2019-11-10,1017941.3027638594,200000,817941.3027638594
2019-11-11,1019640.2480884293,200000,819640.2480884293
2019-11-12,1016910.3947490111,200000,816910.3947490111
2019-11-13,1007676.3373880453,200000,807676.3373880453
2019-11-14,1010718.5567280691,200000,810718.5567280691
2019-11-15,1015807.592680944,200000,815807.592680944
2019-11-16,1007269.6426456812,200000,807269.6426456812
2019-11-17,1016964.8356563392,200000,816964.8356563392
2019-11-18,1012217.778330023,200000,812217.778330023
2019-11-19,1011564.8630984023,200000,811564.8630984023
2019-11-20,1017013.3287925042,200000,817013.3287925042
2019-11-21,1015699.4073242533,200000,815699.4073242533
2019-11-22,1011692.8217530642,200000,811692.8217530642
2019-11-23,1019313.8634143174,200000,819313.8634143174
2019-11-24,1008131.459574833,200000,808131.459574833
2019-11-25,1016636.0160628903,200000,816636.0160628903
2019-11-26,1016541.4061333474,200000,816541.4061333474
2019-11-27,1012047.729462272,200000,812047.729462272
2019-11-28,1015245.6885853889,200000,815245.6885853889
2019-11-29,1007379.0174075883,200000,807379.0174075883
2019-11-30,1018274.2822008858,200000,818274.2822008858
2019-12-01,1012749.1982379728,200000,812749.1982379728
2019-12-02,1011079.6556329291,200000,811079.6556329291
2019-12-03,1018957.8786800451,200000,818957.8786800451
2019-12-04,1010210.6759134834,200000,810210.6759134834
2019-12-05,1006709.6496997158,200000,806709.6496997158
2019-12-06,1005988.3721292506,200000,805988.3721292506
2019-12-07,1016821.1295689348,200000,816821.1295689348
2019-12-08,1007408.4948650616,200000,807408.4948650616
2019-12-09,1022604.1743528013,200000,822604.1743528013
2019-12-10,1003440.1182187974,200000,803440.1182187974
2019-12-11,1022351.6089150026,200000,822351.6089150026
2019-12-12,1014943.976224902,200000,814943.976224902
2019-12-13,1013424.8851448734,200000,813424.8851448734
2019-12-14,1011203.4170855171,200000,811203.4170855171
2019-12-15,1015943.2549066587,200000,815943.2549066587
2019-12-16,1013778.9626381105,200000,813778.9626381105
2019-12-17,1019503.2073756538,200000,819503.2073756538
2019-12-18,1014577.3980242178,200000,814577.3980242178
2019-12-19,1014777.3304035536,200000,814777.3304035536
2019-12-20,1012227.3223505113,200000,812227.3223505113
2019-12-21,1013780.2171083117,200000,813780.2171083117
2019-12-22,1015623.5158867138,200000,815623.5158867138
2019-12-23,1005553.2268943068,200000,805553.2268943068
2019-12-24,1007382.7035623979,200000,807382.7035623979
2019-12-25,1017859.5129583764,200000,817859.5129583764
2019-12-26,1015017.081494239,200000,815017.081494239
2019-12-27,1013262.3994371725,200000,813262.3994371725
2019-12-28,1014294.0475995992,200000,814294.0475995992
2019-12-29,1015959.3482764171,200000,815959.3482764171
2019-12-30,1011542.2031633984,200000,811542.2031633984
2019-12-31,1010369.0397532701,200000,810369.0397532701
2020-01-01,1015259.3514711065,200000,815259.3514711065
2020-01-02,1009407.8231228795,200000,809407.8231228795
2020-01-03,1016360.5126048634,200000,816360.5126048634
2020-01-04,1005825.8926204384,200000,805825.8926204384
2020-01-05,1019504.1506435922,200000,819504.1506435922
2020-01-06,1016740.9216843657,200000,816740.9216843657
2020-01-07,1015677.6447592063,200000,815677.6447592063
2020-01-08,1019330.5128227009,200000,819330.5128227009
2020-01-09,1022763.9919406227,200000,822763.9919406227
2020-01-10,1019528.031858737,200000,819528.031858737
2020-01-11,1005271.3721923245,200000,805271.3721923245
2020-01-12,1008097.4203306407,200000,808097.4203306407
2020-01-13,1011390.7740911773,200000,811390.7740911773
2020-01-14,1014664.8840460463,200000,814664.8840460463
2020-01-15,1017142.2857126743,200000,817142.2857126743
2020-01-16,1010944.8333598977,200000,810944.8333598977
2020-01-17,1015526.948063387,200000,815526.948063387
2020-01-18,1010835.7613945714,200000,810835.7613945714
2020-01-19,1011574.6488567147,200000,811574.6488567147
2020-01-20,1007618.4942027698,200000,807618.4942027698
2020-01-21,1010055.1952717928,200000,810055.1952717928
2020-01-22,1007932.5002896022,200000,807932.5002896022
2020-01-23,1009831.1188681336,200000,809831.1188681336
2020-01-24,1019998.255931396,200000,819998.255931396
2020-01-25,1010002.6143195336,200000,810002.6143195336
2020-01-26,1027931.0809032166,200000,827931.0809032166
2020-01-27,1017255.3218987706,200000,817255.3218987706
2020-01-28,1015732.474828177,200000,815732.474828177
2020-01-29,1010536.067124133,200000,810536.067124133
2020-01-30,1018348.9672374205,200000,818348.9672374205
2020-01-31,1011988.7905245231,200000,811988.7905245231
2020-02-01,1015496.5905442752,200000,815496.5905442752
2020-02-02,1027706.5259777289,200000,827706.5259777289
2020-02-03,1014445.3656030982,200000,814445.3656030982
2020-02-04,1020691.5935484862,200000,820691.5935484862
2020-02-05,1011448.9066067649,200000,811448.9066067649
2020-02-06,1014809.408095246,200000,814809.408095246
2020-02-07,1023857.9155412448,200000,823857.9155412448
2020-02-08,1011888.6388894649,200000,811888.6388894649
2020-02-09,1024105.2787837249,200000,824105.2787837249
2020-02-10,1018601.3574863541,200000,818601.3574863541
2020-02-11,1012269.8257449418,200000,812269.8257449418
2020-02-12,1018263.7601350272,200000,818263.7601350272
2020-02-13,1019984.0555032197,200000,819984.0555032197
2020-02-14,1018249.8948815085,200000,818249.8948815085
2020-02-15,1007309.2832863067,200000,807309.2832863067
2020-02-16,1011544.2828219711,200000,811544.2828219711
2020-02-17,1013961.9373386743,200000,813961.9373386743
2020-02-18,1014846.9251862682,200000,814846.9251862682
2020-02-19,1018342.0146348582,200000,818342.0146348582
2020-02-20,1016146.7209671076,200000,816146.7209671076
2020-02-21,1008601.0559842272,200000,808601.0559842272
2020-02-22,1017198.328848144,200000,817198.328848144
2020-02-23,1018369.8301348698,200000,818369.8301348698
2020-02-24,1018135.4154634423,200000,818135.4154634423
2020-02-25,1020759.9286668968,200000,820759.9286668968
2020-02-26,1019545.1976272046,200000,819545.1976272046
2020-02-27,1017691.0490659387,200000,817691.0490659387
2020-02-28,1015063.8819278397,200000,815063.8819278397
2020-02-29,1007129.4676328895,200000,807129.4676328895
2020-03-01,1017601.9252114688,200000,817601.9252114688
2020-03-02,1016511.8343669579,200000,816511.8343669579
2020-03-03,1016850.8519324557,200000,816850.8519324557
2020-03-04,1009128.7766827138,200000,809128.7766827138
2020-03-05,1010126.7986751104,200000,810126.7986751104
2020-03-06,1020817.4074591527,200000,820817.4074591527
2020-03-07,1015373.4292385414,200000,815373.4292385414
2020-03-08,1018998.2703100243,200000,818998.2703100243
2020-03-09,1015751.92051915,200000,815751.92051915
2020-03-10,1015778.6711513128,200000,815778.6711513128
2020-03-11,1020340.8712990505,200000,820340.8712990505
2020-03-12,1013088.7904434202,200000,813088.7904434202
2020-03-13,1016169.1797845484,200000,816169.1797845484
2020-03-14,1013396.7612716547,200000,813396.7612716547
2020-03-15,1013555.2183933548,200000,813555.2183933548
2020-03-16,1014201.4007285096,200000,814201.4007285096
2020-03-17,1016877.4920193579,200000,816877.4920193579
2020-03-18,1013392.6418682084,200000,813392.6418682084
2020-03-19,1022084.7274197298,200000,822084.7274197298
2020-03-20,1011352.4720961011,200000,811352.4720961011
2020-03-21,1014910.7122017284,200000,814910.7122017284
2020-03-22,1013665.9769465007,200000,813665.9769465007
2020-03-23,1023119.0834749768,200000,823119.0834749768
2020-03-24,1016886.5297511024,200000,816886.5297511024
2020-03-25,1021082.5403812242,200000,821082.5403812242
2020-03-26,1008515.0776340326,200000,808515.0776340326
2020-03-27,1017297.6926439003,200000,817297.6926439003
2020-03-28,1020430.1571080076,200000,820430.1571080076
2020-03-29,1016412.984891604,200000,816412.984891604
2020-03-30,1021348.5286358901,200000,821348.5286358901
2020-03-31,1013454.246325398,200000,813454.246325398
2020-04-01,1023106.9875921642,200000,823106.9875921642
2020-04-02,1027574.3028246689,200000,827574.3028246689
2020-04-03,1014285.1812197109,200000,814285.1812197109
2020-04-04,1013891.4232302418,200000,813891.4232302418
2020-04-05,1023405.4200381706,200000,823405.4200381706
2020-04-06,1024055.9201965722,200000,824055.9201965722
2020-04-07,1013563.3211474887,200000,813563.3211474887
2020-04-08,1014096.2490131123,200000,814096.2490131123
2020-04-09,1014807.8218696255,200000,814807.8218696255
2020-04-10,1009514.0541740931,200000,809514.0541740931
2020-04-11,1011662.6088121799,200000,811662.6088121799
2020-04-12,1011254.726526177,200000,811254.726526177
2020-04-13,1012456.0043497531,200000,812456.0043497531
2020-04-14,1016141.1295536764,200000,816141.1295536764
2020-04-15,1017505.1894686293,200000,817505.1894686293
2020-04-16,1024106.1800853536,200000,824106.1800853536
2020-04-17,1011381.4692329257,200000,811381.4692329257
2020-04-18,1021314.413244339,200000,821314.413244339
2020-04-19,1015342.4188461651,200000,815342.4188461651
2020-04-20,1016184.606334367,200000,816184.606334367
2020-04-21,1019825.5841587986,200000,819825.5841587986
2020-04-22,1010857.4384054905,200000,810857.4384054905
2020-04-23,1018402.6590595588,200000,818402.6590595588
2020-04-24,1017342.4331850403,200000,817342.4331850403
2020-04-25,1018991.9902793522,200000,818991.9902793522
2020-04-26,1017995.1389941869,200000,817995.1389941869
2020-04-27,1028845.3582895388,200000,828845.3582895388
2020-04-28,1013399.7194840641,200000,813399.7194840641
2020-04-29,1013952.9964456481,200000,813952.9964456481
2020-04-30,1013511.8404038699,200000,813511.8404038699
2020-05-01,1013869.7192555289,200000,813869.7192555289
2020-05-02,1013479.731030134,200000,813479.731030134
2020-05-03,1022631.3111375408,200000,822631.3111375408
2020-05-04,1023808.3115372888,200000,823808.3115372888
2020-05-05,1013871.6206439286,200000,813871.6206439286
2020-05-06,1012583.1360624913,200000,812583.1360624913
2020-05-07,1019121.5535252809,200000,819121.5535252809
2020-05-08,1014022.9223372806,200000,814022.9223372806
2020-05-09,1019968.2584627995,200000,819968.2584627995
2020-05-10,1017837.7762936149,200000,817837.7762936149
2020-05-11,1009264.0024297086,200000,809264.0024297086
2020-05-12,1024599.8108266816,200000,824599.8108266816
2020-05-13,1025861.2350008453,200000,825861.2350008453
2020-05-14,1013837.4649982823,200000,813837.4649982823
2020-05-15,1014982.4624663608,200000,814982.4624663608
2020-05-16,1018369.8590350016,200000,818369.8590350016
2020-05-17,1018632.3778466487,200000,818632.3778466487
2020-05-18,1020272.3770754142,200000,820272.3770754142
2020-05-19,1027050.2402212182,200000,827050.2402212182
2020-05-20,1016134.0432052527,200000,816134.0432052527
2020-05-21,1013046.8549353671,200000,813046.8549353671
2020-05-22,1010161.3068333232,200000,810161.3068333232
2020-05-23,1013422.8145890228,200000,813422.8145890228
2020-05-24,1016931.3917396999,200000,816931.3917396999
2020-05-25,1026089.3777369942,200000,826089.3777369942
2020-05-26,1014548.0937395609,200000,814548.0937395609
2020-05-27,1018274.6518082727,200000,818274.6518082727
2020-05-28,1017093.1593850509,200000,817093.1593850509
2020-05-29,1023136.8020479915,200000,823136.8020479915
2020-05-30,1029849.0596254556,200000,829849.0596254556
2020-05-31,1014579.6154468225,200000,814579.6154468225
2020-06-01,1014806.3239141695,200000,814806.3239141695
2020-06-02,1022493.8873274423,200000,822493.8873274423
2020-06-03,1020702.102205565,200000,820702.102205565
2020-06-04,1026545.7432014501,200000,826545.7432014501
2020-06-05,1020251.4093147361,200000,820251.4093147361
2020-06-06,1015554.8697495075,200000,815554.8697495075
2020-06-07,1020324.1661722409,200000,820324.1661722409
2020-06-08,1022933.9717370303,200000,822933.9717370303
2020-06-09,1021512.426555439,200000,821512.426555439
2020-06-10,1019965.9476203251,200000,819965.9476203251
2020-06-11,1022782.512728071,200000,822782.512728071
2020-06-12,1023315.17904769,200000,823315.17904769
2020-06-13,1024399.0578659857,200000,824399.0578659857
2020-06-14,1020751.3741640828,200000,820751.3741640828
2020-06-15,1016691.7961398867,200000,816691.7961398867
2020-06-16,1018280.516788974,200000,818280.516788974
2020-06-17,1023599.0550046858,200000,823599.0550046858
2020-06-18,1013501.3936325442,200000,813501.3936325442
2020-06-19,1019449.0003471813,200000,819449.0003471813
2020-06-20,1015658.5015565165,200000,815658.5015565165
2020-06-21,1017788.4815481639,200000,817788.4815481639
2020-06-22,1024056.5785618627,200000,824056.5785618627
2020-06-23,1018639.3764042623,200000,818639.3764042623
2020-06-24,1017935.6256202799,200000,817935.6256202799
2020-06-25,1010923.723989936,200000,810923.723989936
2020-06-26,1021473.8343403082,200000,821473.8343403082
2020-06-27,1020989.549231214,200000,820989.549231214
2020-06-28,1028597.9637573723,200000,828597.9637573723
2020-06-29,1016262.3607814165,200000,816262.3607814165
2020-06-30,1018916.5654098376,200000,818916.5654098376
2020-07-01,1019087.2940054082,200000,819087.2940054082
2020-07-02,1025747.2038010083,200000,825747.2038010083
2020-07-03,1017403.0215555925,200000,817403.0215555925
2020-07-04,1019294.1686617155,200000,819294.1686617155
2020-07-05,1020958.105396783,200000,820958.105396783
2020-07-06,1018871.2302793185,200000,818871.2302793185
2020-07-07,1015725.5784061205,200000,815725.5784061205
2020-07-08,1018947.7582587012,200000,818947.7582587012
2020-07-09,1023365.028858845,200000,823365.028858845
2020-07-10,1012883.8554278272,200000,812883.8554278272
2020-07-11,1018700.8421109534,200000,818700.8421109534
2020-07-12,1014554.9514808597,200000,814554.9514808597
2020-07-13,1024050.3505155161,200000,824050.3505155161
2020-07-14,1010478.7446623095,200000,810478.7446623095
2020-07-15,1015319.6317652069,200000,815319.6317652069
2020-07-16,1020019.862192224,200000,820019.862192224
2020-07-17,1025980.9847784095,200000,825980.9847784095
2020-07-18,1017844.1751422094,200000,817844.1751422094
2020-07-19,1015416.4906294447,200000,815416.4906294447
2020-07-20,1027617.8354254501,200000,827617.8354254501
2020-07-21,1010991.5423915024,200000,810991.5423915024
2020-07-22,1007257.1439258198,200000,807257.1439258198
2020-07-23,1020470.8077745233,200000,820470.8077745233
2020-07-24,1015780.02621783,200000,815780.02621783
2020-07-25,1013203.6950692759,200000,813203.6950692759
2020-07-26,1021871.2032067628,200000,821871.2032067628
2020-07-27,1019567.9863544585,200000,819567.9863544585
2020-07-28,1015548.1514472553,200000,815548.1514472553
2020-07-29,1011986.584422921,200000,811986.584422921
2020-07-30,1022769.9548730126,200000,822769.9548730126
2020-07-31,1021678.2359367416,200000,821678.2359367416
2020-08-01,1017950.9125433879,200000,817950.9125433879
2020-08-02,1027699.5386578595,200000,827699.5386578595
2020-08-03,1013135.491661327,200000,813135.491661327
2020-08-04,1010877.8514536704,200000,810877.8514536704
2020-08-05,1015065.4987742244,200000,815065.4987742244
2020-08-06,1018316.6708571896,200000,818316.6708571896
2020-08-07,1019780.860000917,200000,819780.860000917
2020-08-08,1017377.5442803584,200000,817377.5442803584
2020-08-09,1020363.5633675479,200000,820363.5633675479
2020-08-10,1012365.1510793607,200000,812365.1510793607
2020-08-11,1025861.2330360156,200000,825861.2330360156
2020-08-12,1018251.2159390232,200000,818251.2159390232
2020-08-13,1024268.0128042629,200000,824268.0128042629
2020-08-14,1020414.7221935474,200000,820414.7221935474
2020-08-15,1021004.4233727641,200000,821004.4233727641
2020-08-16,1021589.0554934929,200000,821589.0554934929
2020-08-17,1020998.3237077547,200000,820998.3237077547
2020-08-18,1021992.9565223425,200000,821992.9565223425
2020-08-19,1025444.6671890032,200000,825444.6671890032
2020-08-20,1019801.072202185,200000,819801.072202185
2020-08-21,1022383.0469569566,200000,822383.0469569566
2020-08-22,1018408.9115129145,200000,818408.9115129145
2020-08-23,1026077.7378769343,200000,826077.7378769343
2020-08-24,1015514.7521047272,200000,815514.7521047272
2020-08-25,1027920.9775949139,200000,827920.9775949139
2020-08-26,1018735.0474924748,200000,818735.0474924748
2020-08-27,1011801.5235504425,200000,811801.5235504425
2020-08-28,1019615.4829509234,200000,819615.4829509234
2020-08-29,1015589.2644043313,200000,815589.2644043313
2020-08-30,1023217.3022519859,200000,823217.3022519859
2020-08-31,1015770.5264258666,200000,815770.5264258666
2020-09-01,1016822.2909716413,200000,816822.2909716413
2020-09-02,1009625.066298324,200000,809625.066298324
2020-09-03,1016830.8001721428,200000,816830.8001721428
2020-09-04,1006992.4969505798,200000,806992.4969505798
2020-09-05,1011211.9412816325,200000,811211.9412816325
2020-09-06,1022953.090495119,200000,822953.090495119
2020-09-07,1023099.5798229881,200000,823099.5798229881
2020-09-08,1021317.4286539953,200000,821317.4286539953
2020-09-09,1014374.8219447609,200000,814374.8219447609
2020-09-10,1018990.7076950335,200000,818990.7076950335
2020-09-11,1019230.813595627,200000,819230.813595627
2020-09-12,1013476.5646604536,200000,813476.5646604536
2020-09-13,1026804.9414305886,200000,826804.9414305886
2020-09-14,1023694.3231899677,200000,823694.3231899677
2020-09-15,1018222.2526832774,200000,818222.2526832774
2020-09-16,1019481.0645627348,200000,819481.0645627348
2020-09-17,1020408.1112228364,200000,820408.1112228364
2020-09-18,1009177.0846563136,200000,809177.0846563136
2020-09-19,1018169.4339011686,200000,818169.4339011686
2020-09-20,1016014.961389119,200000,816014.961389119
2020-09-21,1014436.3443949699,200000,814436.3443949699
2020-09-22,1018058.5047953512,200000,818058.5047953512
2020-09-23,1028472.000709365,200000,828472.000709365
2020-09-24,1022707.344196789,200000,822707.344196789
2020-09-25,1016666.7967568764,200000,816666.7967568764
2020-09-26,1022405.1674279076,200000,822405.1674279076
2020-09-27,1026558.5925193933,200000,826558.5925193933
2020-09-28,1024204.5455663636,200000,824204.5455663636
2020-09-29,1019899.090816737,200000,819899.090816737
2020-09-30,1016385.8168939447,200000,816385.8168939447
2020-10-01,1023131.179165877,200000,823131.179165877
2020-10-02,1021627.0513402544,200000,821627.0513402544
2020-10-03,1024155.1523286207,200000,824155.1523286207
2020-10-04,1022874.6070522284,200000,822874.6070522284
2020-10-05,1024966.0734357516,200000,824966.0734357516
2020-10-06,1017061.6956166886,200000,817061.6956166886
2020-10-07,1026344.4038179995,200000,826344.4038179995
2020-10-08,1020764.9933286264,200000,820764.9933286264
2020-10-09,1030172.8614836271,200000,830172.8614836271
2020-10-10,1016370.1798453894,200000,816370.1798453894
2020-10-11,1028515.499767,200000,828515.499767
2020-10-12,1020844.7964838234,200000,820844.7964838234
2020-10-13,1016617.7143637744,200000,816617.7143637744
2020-10-14,1017474.9370269115,200000,817474.9370269115
2020-10-15,1018312.191471548,200000,818312.191471548
2020-10-16,1022054.3195598656,200000,822054.3195598656
2020-10-17,1022567.2290833701,200000,822567.2290833701
2020-10-18,1017104.1134388361,200000,817104.1134388361
2020-10-19,1019870.4023125606,200000,819870.4023125606
2020-10-20,1030723.0888822612,200000,830723.0888822612
2020-10-21,1028669.0147550419,200000,828669.0147550419
2020-10-22,1022232.479068245,200000,822232.479068245
2020-10-23,1020260.4399260523,200000,820260.4399260523
2020-10-24,1020690.140984139,200000,820690.140984139
2020-10-25,1023177.1360295364,200000,823177.1360295364
2020-10-26,1015015.1451552287,200000,815015.1451552287
2020-10-27,1018861.7871094404,200000,818861.7871094404
2020-10-28,1011825.3112425057,200000,811825.3112425057
2020-10-29,1022183.9090402565,200000,822183.9090402565
2020-10-30,1023443.3349410803,200000,823443.3349410803
2020-10-31,1017810.9847464062,200000,817810.9847464062
2020-11-01,1028116.4126896897,200000,828116.4126896897
2020-11-02,1014137.2123735643,200000,814137.2123735643
2020-11-03,1012963.7281028633,200000,812963.7281028633
2020-11-04,1021427.4234120487,200000,821427.4234120487
2020-11-05,1025560.2176476461,200000,825560.2176476461
2020-11-06,1028763.9264072111,200000,828763.9264072111
2020-11-07,1018069.4284509135,200000,818069.4284509135
2020-11-08,1025776.8157477512,200000,825776.8157477512
2020-11-09,1020210.4310484276,200000,820210.4310484276
2020-11-10,1019559.3987115636,200000,819559.3987115636
2020-11-11,1024860.3967140375,200000,824860.3967140375
